anio_mes,id_tienda,categoria,presupuesto_venta,presupuesto_unidades,escenario
2024-07,T031,Deportes,64518227,1302,Base
2024-07,T031,Electrohogar,185537071,856,Base
2024-07,T031,Jugueteria,150209180,1070,Base
2024-07,T031,Moda,261917292,1082,Base
2024-07,T031,Muebles,284077532,903,Base
2024-07,T031,Tecnologia,50428425,644,Base
2024-07,T032,Alimentos,74986292,319,Base
2024-07,T032,Belleza,180556457,1260,Base
2024-07,T032,Deportes,387273937,132,Base
2024-07,T032,Electrohogar,176797575,157,Base
2024-07,T032,Jugueteria,243140065,1158,Base
2024-07,T032,Moda,371588368,426,Base
2024-07,T032,Muebles,238474097,1006,Base
2024-07,T032,Tecnologia,103630460,1395,Base
2024-07,T033,Alimentos,112592950,737,Base
2024-07,T033,Belleza,199990148,403,Base
2024-07,T033,Deportes,298126664,362,Base
2024-07,T033,Electrohogar,129923308,586,Base
2024-07,T033,Jugueteria,212194634,756,Base
2024-07,T033,Moda,220374224,1126,Base
2024-07,T033,Muebles,367996086,619,Base
2024-07,T033,Tecnologia,355328670,695,Base
2024-07,T034,Alimentos,246966697,204,Base
2024-07,T034,Belleza,258289314,461,Base
2024-07,T034,Deportes,45661804,414,Base
2024-07,T034,Electrohogar,160509386,137,Base
2024-07,T034,Jugueteria,207244479,1046,Base
2024-07,T034,Moda,165785019,318,Base
2024-07,T034,Muebles,260715206,534,Base
2024-07,T034,Tecnologia,249444948,801,Base
2024-07,T035,Alimentos,140842215,392,Base
2024-07,T035,Belleza,137596122,746,Base
2024-07,T035,Deportes,417791295,459,Base
2024-07,T035,Electrohogar,418859404,959,Base
2024-07,T035,Jugueteria,393124739,1241,Base
2024-07,T035,Moda,255089044,344,Base
2024-07,T035,Muebles,262667850,233,Base
2024-07,T035,Tecnologia,47705962,129,Base
2024-07,T036,Alimentos,405807592,1086,Base
2024-07,T036,Belleza,235481842,565,Base
2024-07,T036,Deportes,398964247,984,Base
2024-07,T036,Electrohogar,131978233,1312,Base
2024-07,T036,Jugueteria,331239798,365,Base
2024-07,T036,Moda,315283646,633,Base
2024-07,T036,Muebles,345223911,697,Base
2024-07,T036,Tecnologia,401517239,945,Base
2024-07,T037,Alimentos,265387535,590,Base
2024-07,T037,Belleza,322103269,1210,Base
2024-07,T037,Deportes,267728542,1047,Base
2024-07,T037,Electrohogar,75154041,1044,Base
2024-07,T037,Jugueteria,378971296,1292,Base
2024-07,T037,Moda,276166169,429,Base
2024-07,T037,Muebles,177187067,430,Base
2024-07,T037,Tecnologia,323621607,832,Base
2024-07,T038,Alimentos,157495853,869,Base
2024-07,T038,Belleza,132389307,355,Base
2024-07,T038,Deportes,107874605,289,Base
2024-07,T038,Electrohogar,313633077,897,Base
2024-07,T038,Jugueteria,307006860,1343,Base
2024-07,T038,Moda,241531539,1329,Base
2024-07,T038,Muebles,411617936,816,Base
2024-07,T038,Tecnologia,150947493,399,Base
2024-07,T039,Alimentos,155370903,226,Base
2024-07,T039,Belleza,199776027,378,Base
2024-07,T039,Deportes,419880269,1347,Base
2024-07,T039,Electrohogar,176603664,1080,Base
2024-07,T039,Jugueteria,151642511,584,Base
2024-07,T039,Moda,316523265,1172,Base
2024-07,T039,Muebles,335525934,925,Base
2024-07,T039,Tecnologia,299028872,1387,Base
2024-07,T040,Alimentos,128168954,1130,Base
2024-07,T040,Belleza,302982273,1232,Base
2024-07,T040,Deportes,308117317,493,Base
2024-07,T040,Electrohogar,315274777,1267,Base
2024-07,T040,Jugueteria,352458532,1195,Base
2024-07,T040,Moda,104689592,200,Base
2024-07,T040,Muebles,341641102,1367,Base
2024-07,T040,Tecnologia,143545900,697,Base
2024-07,T041,Alimentos,289650273,658,Base
2024-07,T041,Belleza,244555039,811,Base
2024-07,T041,Deportes,382976079,242,Base
2024-07,T041,Electrohogar,386541708,614,Base
2024-07,T041,Jugueteria,84196909,479,Base
2024-07,T041,Moda,371736598,454,Base
2024-07,T041,Muebles,57415156,257,Base
2024-07,T041,Tecnologia,104247476,636,Base
2024-07,T042,Alimentos,203629256,1387,Base
2024-07,T042,Belleza,50724516,1081,Base
2024-07,T042,Deportes,364986628,212,Base
2024-07,T042,Electrohogar,350545316,402,Base
2024-07,T042,Jugueteria,385831996,252,Base
2024-07,T042,Moda,87558524,1315,Base
2024-07,T042,Muebles,371887408,1355,Base
2024-07,T042,Tecnologia,346924491,514,Base
2024-07,T043,Alimentos,227313330,1297,Base
2024-07,T043,Belleza,415674910,450,Base
2024-07,T043,Deportes,228557732,382,Base
2024-07,T043,Electrohogar,297137944,1285,Base
2024-07,T043,Jugueteria,210863946,1352,Base
2024-07,T043,Moda,416798703,1344,Base
2024-07,T043,Muebles,243675021,1236,Base
2024-07,T043,Tecnologia,111011472,620,Base
2024-07,T044,Alimentos,263545878,421,Base
2024-07,T044,Belleza,251789299,665,Base
2024-07,T044,Deportes,210709021,538,Base
2024-07,T044,Electrohogar,338366094,1279,Base
2024-07,T044,Jugueteria,398720439,1375,Base
2024-07,T044,Moda,87152085,630,Base
2024-07,T044,Muebles,178947241,1077,Base
2024-07,T044,Tecnologia,291458556,568,Base
2024-07,T045,Alimentos,191887874,205,Base
2024-07,T045,Belleza,158282379,604,Base
2024-07,T045,Deportes,370797745,981,Base
2024-07,T045,Electrohogar,294202257,649,Base
2024-07,T045,Jugueteria,55608712,660,Base
2024-07,T045,Moda,324933259,263,Base
2024-07,T045,Muebles,250063559,311,Base
2024-07,T045,Tecnologia,168219935,1102,Base
2024-07,T046,Alimentos,364609025,775,Base
2024-07,T046,Belleza,217060407,496,Base
2024-07,T046,Deportes,172934489,268,Base
2024-07,T046,Electrohogar,215792988,1136,Base
2024-07,T046,Jugueteria,220976375,210,Base
2024-07,T046,Moda,409899018,1083,Base
2024-07,T046,Muebles,63408003,746,Base
2024-07,T046,Tecnologia,176968502,641,Base
2024-07,T047,Alimentos,210662393,197,Base
2024-07,T047,Belleza,266179745,1375,Base
2024-07,T047,Deportes,394463133,995,Base
2024-07,T047,Electrohogar,327469445,918,Base
2024-07,T047,Jugueteria,54265197,192,Base
2024-07,T047,Moda,112516346,513,Base
2024-07,T047,Muebles,360129055,732,Base
2024-07,T047,Tecnologia,279616574,249,Base
2024-07,T048,Alimentos,86029182,1153,Base
2024-07,T048,Belleza,264894754,817,Base
2024-07,T048,Deportes,202397520,411,Base
2024-07,T048,Electrohogar,375053800,1369,Base
2024-07,T048,Jugueteria,70882615,1203,Base
2024-07,T048,Moda,204048317,509,Base
2024-07,T048,Muebles,410528375,200,Base
2024-07,T048,Tecnologia,68130860,369,Base
2024-07,T049,Alimentos,237017658,1353,Base
2024-07,T049,Belleza,306585628,768,Base
2024-07,T049,Deportes,137248561,666,Base
2024-07,T049,Electrohogar,281724017,1024,Base
2024-07,T049,Jugueteria,127797917,387,Base
2024-07,T049,Moda,117340677,555,Base
2024-07,T049,Muebles,357795988,322,Base
2024-07,T049,Tecnologia,267262279,875,Base
2024-07,T050,Alimentos,396335154,960,Base
2024-07,T050,Belleza,53377421,653,Base
2024-07,T050,Deportes,378746002,1136,Base
2024-07,T050,Electrohogar,299796865,1026,Base
2024-07,T050,Jugueteria,299663302,462,Base
2024-07,T050,Moda,73882432,152,Base
2024-07,T050,Muebles,371933644,737,Base
2024-07,T050,Tecnologia,213333042,1070,Base
2024-07,T051,Alimentos,178719931,1223,Base
2024-07,T051,Belleza,104831437,1226,Base
2024-07,T051,Deportes,407630828,1188,Base
2024-07,T051,Electrohogar,86579693,1236,Base
2024-07,T051,Jugueteria,342638431,1148,Base
2024-07,T051,Moda,235561376,626,Base
2024-07,T051,Muebles,132915868,635,Base
2024-07,T051,Tecnologia,359614255,476,Base
2024-07,T052,Alimentos,211334596,324,Base
2024-07,T052,Belleza,361300050,1043,Base
2024-07,T052,Deportes,186397845,908,Base
2024-07,T052,Electrohogar,98934430,1331,Base
2024-07,T052,Jugueteria,228416601,1118,Base
2024-07,T052,Moda,369445371,902,Base
2024-07,T052,Muebles,230893667,193,Base
2024-07,T052,Tecnologia,313723061,156,Base
2024-07,T053,Alimentos,74378177,425,Base
2024-07,T053,Belleza,333322968,317,Base
2024-07,T053,Deportes,375400606,1080,Base
2024-07,T053,Electrohogar,308582067,241,Base
2024-07,T053,Jugueteria,400119703,319,Base
2024-07,T053,Moda,148769838,840,Base
2024-07,T053,Muebles,120243905,906,Base
2024-07,T053,Tecnologia,104940199,419,Base
2024-07,T054,Alimentos,170581735,458,Base
2024-07,T054,Belleza,279580251,373,Base
2024-07,T054,Deportes,225023928,285,Base
2024-07,T054,Electrohogar,318325499,478,Base
2024-07,T054,Jugueteria,247780813,285,Base
2024-07,T054,Moda,257799851,613,Base
2024-07,T054,Muebles,326032605,415,Base
2024-07,T054,Tecnologia,306624561,1341,Base
2024-07,T055,Alimentos,402640067,1094,Base
2024-07,T055,Belleza,290831546,1264,Base
2024-07,T055,Deportes,130968507,732,Base
2024-07,T055,Electrohogar,289022828,503,Base
2024-07,T055,Jugueteria,88772717,739,Base
2024-07,T055,Moda,277087638,926,Base
2024-07,T055,Muebles,364897554,1382,Base
2024-07,T055,Tecnologia,371468555,344,Base
2024-07,T056,Alimentos,250142700,459,Base
2024-07,T056,Belleza,103179462,144,Base
2024-07,T056,Deportes,88354194,1392,Base
2024-07,T056,Electrohogar,247589973,690,Base
2024-07,T056,Jugueteria,236012235,602,Base
2024-07,T056,Moda,242188541,713,Base
2024-07,T056,Muebles,280935849,1230,Base
2024-07,T056,Tecnologia,163030754,629,Base
2024-07,T057,Alimentos,145851675,248,Base
2024-07,T057,Belleza,120269172,161,Base
2024-07,T057,Deportes,356028693,192,Base
2024-07,T057,Electrohogar,355108502,1145,Base
2024-07,T057,Jugueteria,336353642,662,Base
2024-07,T057,Moda,379617874,401,Base
2024-07,T057,Muebles,99259761,538,Base
2024-07,T057,Tecnologia,404227844,693,Base
2024-07,T058,Alimentos,100234010,682,Base
2024-07,T058,Belleza,105738361,589,Base
2024-07,T058,Deportes,229374599,1144,Base
2024-07,T058,Electrohogar,196783908,948,Base
2024-07,T058,Jugueteria,419757665,1121,Base
2024-07,T058,Moda,257829690,857,Base
2024-07,T058,Muebles,104173631,451,Base
2024-07,T058,Tecnologia,47545916,1173,Base
2024-07,T059,Alimentos,363657840,310,Base
2024-07,T059,Belleza,196869258,1310,Base
2024-07,T059,Deportes,155388831,281,Base
2024-07,T059,Electrohogar,328858396,1055,Base
2024-07,T059,Jugueteria,103882416,1234,Base
2024-07,T059,Moda,137948154,840,Base
2024-07,T059,Muebles,99273154,1095,Base
2024-07,T059,Tecnologia,294633656,560,Base
2024-07,T060,Alimentos,384767424,399,Base
2024-07,T060,Belleza,81111285,207,Base
2024-07,T060,Deportes,354725078,494,Base
2024-07,T060,Electrohogar,259593935,1045,Base
2024-07,T060,Jugueteria,52003298,932,Base
2024-07,T060,Moda,114017387,1295,Base
2024-07,T060,Muebles,334447332,328,Base
2024-07,T060,Tecnologia,248591413,1333,Base
2024-08,T001,Alimentos,202824028,1014,Base
2024-08,T001,Belleza,125596038,386,Base
2024-08,T001,Deportes,369601095,551,Base
2024-08,T001,Electrohogar,357309600,694,Base
2024-08,T001,Jugueteria,275283874,554,Base
2024-08,T001,Moda,219652078,1213,Base
2024-08,T001,Muebles,240051457,952,Base
2024-08,T001,Tecnologia,114069742,1310,Base
2024-08,T002,Alimentos,70724707,442,Base
2024-08,T002,Belleza,263364965,716,Base
2024-08,T002,Deportes,76298446,1184,Base
2024-08,T002,Electrohogar,258469860,1388,Base
2024-08,T002,Jugueteria,354153460,252,Base
2024-08,T002,Moda,385429349,976,Base
2024-08,T002,Muebles,139111805,594,Base
2024-08,T002,Tecnologia,293283386,593,Base
2024-08,T003,Alimentos,329959293,309,Base
2024-08,T003,Belleza,311950167,482,Base
2024-08,T003,Deportes,380513699,1158,Base
2024-08,T003,Electrohogar,178578086,667,Base
2024-08,T003,Jugueteria,273526009,415,Base
2024-08,T003,Moda,108118630,433,Base
2024-08,T003,Muebles,216379288,1135,Base
2024-08,T003,Tecnologia,232303863,1036,Base
2024-08,T004,Alimentos,295440922,689,Base
2024-08,T004,Belleza,175103582,785,Base
2024-08,T004,Deportes,316560777,646,Base
2024-08,T004,Electrohogar,236323002,663,Base
2024-08,T004,Jugueteria,288059369,954,Base
2024-08,T004,Moda,201804576,1260,Base
2024-08,T004,Muebles,68166840,132,Base
2024-08,T004,Tecnologia,88546770,1146,Base
2024-08,T005,Alimentos,155307612,1220,Base
2024-08,T005,Belleza,395621220,337,Base
2024-08,T005,Deportes,64824122,833,Base
2024-08,T005,Electrohogar,417914344,605,Base
2024-08,T005,Jugueteria,167456897,290,Base
2024-08,T005,Moda,102933263,527,Base
2024-08,T005,Muebles,65831439,941,Base
2024-08,T005,Tecnologia,293398918,798,Base
2024-08,T006,Alimentos,183338350,732,Base
2024-08,T006,Belleza,289575397,489,Base
2024-08,T006,Deportes,358412266,937,Base
2024-08,T006,Electrohogar,205983388,183,Base
2024-08,T006,Jugueteria,186203353,641,Base
2024-08,T006,Moda,224427946,507,Base
2024-08,T006,Muebles,179245442,226,Base
2024-08,T006,Tecnologia,350779061,854,Base
2024-08,T007,Alimentos,297961865,1026,Base
2024-08,T007,Belleza,79097254,707,Base
2024-08,T007,Deportes,418641818,716,Base
2024-08,T007,Electrohogar,247267884,710,Base
2024-08,T007,Jugueteria,134809665,185,Base
2024-08,T007,Moda,190473960,1189,Base
2024-08,T007,Muebles,70900272,950,Base
2024-08,T007,Tecnologia,67259842,1319,Base
2024-08,T008,Alimentos,355503800,947,Base
2024-08,T008,Belleza,197345930,1048,Base
2024-08,T008,Deportes,267438841,122,Base
2024-08,T008,Electrohogar,383506063,1329,Base
2024-08,T008,Jugueteria,398568137,1279,Base
2024-08,T008,Moda,233949427,1214,Base
2024-08,T008,Muebles,149176050,668,Base
2024-08,T008,Tecnologia,168361808,153,Base
2024-08,T009,Alimentos,405046947,756,Base
2024-08,T009,Belleza,278661790,254,Base
2024-08,T009,Deportes,69446486,380,Base
2024-08,T009,Electrohogar,328973761,386,Base
2024-08,T009,Jugueteria,225007544,856,Base
2024-08,T009,Moda,361308285,1010,Base
2024-08,T009,Muebles,346423089,1119,Base
2024-08,T009,Tecnologia,182677312,1166,Base
2024-08,T010,Alimentos,156077891,842,Base
2024-08,T010,Belleza,116959138,839,Base
2024-08,T010,Deportes,374900152,1162,Base
2024-08,T010,Electrohogar,162280406,521,Base
2024-08,T010,Jugueteria,416517203,1088,Base
2024-08,T010,Moda,215111881,787,Base
2024-08,T010,Muebles,186057342,253,Base
2024-08,T010,Tecnologia,64414976,348,Base
2024-08,T011,Alimentos,225078337,665,Base
2024-08,T011,Belleza,302505946,655,Base
2024-08,T011,Deportes,334774061,876,Base
2024-08,T011,Electrohogar,225816587,237,Base
2024-08,T011,Jugueteria,296143616,638,Base
2024-08,T011,Moda,281918463,985,Base
2024-08,T011,Muebles,76176965,768,Base
2024-08,T011,Tecnologia,242596853,634,Base
2024-08,T012,Alimentos,379372464,529,Base
2024-08,T012,Belleza,174177387,317,Base
2024-08,T012,Deportes,242777385,705,Base
2024-08,T012,Electrohogar,158059332,584,Base
2024-08,T012,Jugueteria,244186238,754,Base
2024-08,T012,Moda,243558555,458,Base
2024-08,T012,Muebles,247136183,1207,Base
2024-08,T012,Tecnologia,302214332,1358,Base
2024-08,T013,Alimentos,389195206,941,Base
2024-08,T013,Belleza,299818451,1252,Base
2024-08,T013,Deportes,336650123,386,Base
2024-08,T013,Electrohogar,404946711,403,Base
2024-08,T013,Jugueteria,280668037,1083,Base
2024-08,T013,Moda,396384766,910,Base
2024-08,T013,Muebles,396998781,1181,Base
2024-08,T013,Tecnologia,314127423,870,Base
2024-08,T014,Alimentos,103998783,1019,Base
2024-08,T014,Belleza,61810449,482,Base
2024-08,T014,Deportes,150634213,1035,Base
2024-08,T014,Electrohogar,47997005,850,Base
2024-08,T014,Jugueteria,184351276,824,Base
2024-08,T014,Moda,46378024,1011,Base
2024-08,T014,Muebles,346142646,1056,Base
2024-08,T014,Tecnologia,243671300,1378,Base
2024-08,T015,Alimentos,406633824,491,Base
2024-08,T015,Belleza,310432697,370,Base
2024-08,T015,Deportes,252497458,488,Base
2024-08,T015,Electrohogar,395525133,671,Base
2024-08,T015,Jugueteria,66983539,729,Base
2024-08,T015,Moda,95372315,1152,Base
2024-08,T015,Muebles,134001418,851,Base
2024-08,T015,Tecnologia,105086252,303,Base
2024-08,T016,Alimentos,165784279,1272,Base
2024-08,T016,Belleza,173988934,154,Base
2024-08,T016,Deportes,196890806,802,Base
2024-08,T016,Electrohogar,322317879,1283,Base
2024-08,T016,Jugueteria,141643494,1350,Base
2024-08,T016,Moda,121912822,596,Base
2024-08,T016,Muebles,146196922,1350,Base
2024-08,T016,Tecnologia,215039590,1318,Base
2024-08,T017,Alimentos,216370940,1213,Base
2024-08,T017,Belleza,288026974,571,Base
2024-08,T017,Deportes,240896152,953,Base
2024-08,T017,Electrohogar,390108359,218,Base
2024-08,T017,Jugueteria,321502973,919,Base
2024-08,T017,Moda,295954450,856,Base
2024-08,T017,Muebles,419157292,979,Base
2024-08,T017,Tecnologia,73469351,483,Base
2024-08,T018,Alimentos,393566411,1049,Base
2024-08,T018,Belleza,219436545,1081,Base
2024-08,T018,Deportes,64523584,1133,Base
2024-08,T018,Electrohogar,273540899,1271,Base
2024-08,T018,Jugueteria,294270472,771,Base
2024-08,T018,Moda,388076672,351,Base
2024-08,T018,Muebles,415926788,1356,Base
2024-08,T018,Tecnologia,231335817,711,Base
2024-08,T019,Alimentos,233340345,1305,Base
2024-08,T019,Belleza,223575716,551,Base
2024-08,T019,Deportes,328575116,391,Base
2024-08,T019,Electrohogar,170652521,454,Base
2024-08,T019,Jugueteria,76893683,976,Base
2024-08,T019,Moda,311320015,215,Base
2024-08,T019,Muebles,187710501,804,Base
2024-08,T019,Tecnologia,211014270,1103,Base
2024-08,T020,Alimentos,273486982,195,Base
2024-08,T020,Belleza,216707726,329,Base
2024-08,T020,Deportes,137943673,1126,Base
2024-08,T020,Electrohogar,80751166,541,Base
2024-08,T020,Jugueteria,339990844,356,Base
2024-08,T020,Moda,121601875,585,Base
2024-08,T020,Muebles,403876115,857,Base
2024-08,T020,Tecnologia,289963459,929,Base
2024-08,T021,Alimentos,303193517,1232,Base
2024-08,T021,Belleza,399806876,1313,Base
2024-08,T021,Deportes,101043337,576,Base
2024-08,T021,Electrohogar,412096504,877,Base
2024-08,T021,Jugueteria,112255918,738,Base
2024-08,T021,Moda,340056445,224,Base
2024-08,T021,Muebles,215899723,1111,Base
2024-08,T021,Tecnologia,45565478,219,Base
2024-08,T022,Alimentos,387673652,481,Base
2024-08,T022,Belleza,195495038,631,Base
2024-08,T022,Deportes,63249216,700,Base
2024-08,T022,Electrohogar,158473353,202,Base
2024-08,T022,Jugueteria,340019020,1082,Base
2024-08,T022,Moda,114891177,360,Base
2024-08,T022,Muebles,324904147,868,Base
2024-08,T022,Tecnologia,279988367,132,Base
2024-08,T023,Alimentos,190366005,556,Base
2024-08,T023,Belleza,231352581,1236,Base
2024-08,T023,Deportes,286667162,960,Base
2024-08,T023,Electrohogar,339736468,736,Base
2024-08,T023,Jugueteria,353270143,591,Base
2024-08,T023,Moda,83215253,1184,Base
2024-08,T023,Muebles,55368478,685,Base
2024-08,T023,Tecnologia,267072570,365,Base
2024-08,T024,Alimentos,270905980,250,Base
2024-08,T024,Belleza,298898531,662,Base
2024-08,T024,Deportes,277923810,1076,Base
2024-08,T024,Electrohogar,300673027,552,Base
2024-08,T024,Jugueteria,311558614,137,Base
2024-08,T024,Moda,122733843,295,Base
2024-08,T024,Muebles,303392928,556,Base
2024-08,T024,Tecnologia,279315670,1230,Base
2024-08,T025,Alimentos,45226509,945,Base
2024-08,T025,Belleza,301218758,457,Base
2024-08,T025,Deportes,313000974,1053,Base
2024-08,T025,Electrohogar,416988881,412,Base
2024-08,T025,Jugueteria,243313813,538,Base
2024-08,T025,Moda,124836749,895,Base
2024-08,T025,Muebles,353560696,1371,Base
2024-08,T025,Tecnologia,377037650,540,Base
2024-08,T026,Alimentos,325854741,1239,Base
2024-08,T026,Belleza,57208617,624,Base
2024-08,T026,Deportes,311295104,440,Base
2024-08,T026,Electrohogar,150473806,846,Base
2024-08,T026,Jugueteria,312634651,704,Base
2024-08,T026,Moda,153334863,327,Base
2024-08,T026,Muebles,418044848,1323,Base
2024-08,T026,Tecnologia,319127671,699,Base
2024-08,T027,Alimentos,52533630,741,Base
2024-08,T027,Belleza,220563250,940,Base
2024-08,T027,Deportes,380638184,748,Base
2024-08,T027,Electrohogar,220272434,569,Base
2024-08,T027,Jugueteria,248034828,1187,Base
2024-08,T027,Moda,261273442,561,Base
2024-08,T027,Muebles,220337045,993,Base
2024-08,T027,Tecnologia,367746996,1368,Base
2024-08,T028,Alimentos,412386496,315,Base
2024-08,T028,Belleza,328255466,735,Base
2024-08,T028,Deportes,227996550,1333,Base
2024-08,T028,Electrohogar,278321606,1276,Base
2024-08,T028,Jugueteria,316756544,1341,Base
2024-08,T028,Moda,254026777,1290,Base
2024-08,T028,Muebles,356616720,831,Base
2024-08,T028,Tecnologia,414890484,1228,Base
2024-08,T029,Alimentos,224099046,304,Base
2024-08,T029,Belleza,93041224,1096,Base
2024-08,T029,Deportes,391641938,529,Base
2024-08,T029,Electrohogar,117572548,744,Base
2024-08,T029,Jugueteria,152125985,858,Base
2024-08,T029,Moda,284012630,763,Base
2024-08,T029,Muebles,265642368,746,Base
2024-08,T029,Tecnologia,167088420,1168,Base
2024-08,T030,Alimentos,177598579,907,Base
2024-08,T030,Belleza,124463700,647,Base
2024-08,T030,Deportes,106421190,1133,Base
2024-08,T030,Electrohogar,123145460,137,Base
2024-08,T030,Jugueteria,66499972,302,Base
2024-08,T030,Moda,196506269,1357,Base
2024-08,T030,Muebles,231931261,1217,Base
2024-08,T030,Tecnologia,308035147,1043,Base
2024-08,T031,Alimentos,321010671,1124,Base
2024-08,T031,Belleza,341593827,121,Base
2024-08,T031,Deportes,130923192,1000,Base
2024-08,T031,Electrohogar,144430261,750,Base
2024-08,T031,Jugueteria,117768356,884,Base
2024-08,T031,Moda,96084631,826,Base
2024-08,T031,Muebles,223724425,1150,Base
2024-08,T031,Tecnologia,76850412,833,Base
2024-08,T032,Alimentos,331226559,644,Base
2024-08,T032,Belleza,228256352,840,Base
2024-08,T032,Deportes,109543623,1175,Base
2024-08,T032,Electrohogar,47028937,229,Base
2024-08,T032,Jugueteria,414255887,1162,Base
2024-08,T032,Moda,362006717,860,Base
2024-08,T032,Muebles,127096645,200,Base
2024-08,T032,Tecnologia,136459119,437,Base
2024-08,T033,Alimentos,230668105,312,Base
2024-08,T033,Belleza,412076075,721,Base
2024-08,T033,Deportes,298015058,862,Base
2024-08,T033,Electrohogar,225868463,158,Base
2024-08,T033,Jugueteria,388751318,388,Base
2024-08,T033,Moda,104436072,1314,Base
2024-08,T033,Muebles,367490290,428,Base
2024-08,T033,Tecnologia,171558355,1072,Base
2024-08,T034,Alimentos,240082311,1255,Base
2024-08,T034,Belleza,371958839,1165,Base
2024-08,T034,Deportes,154347310,944,Base
2024-08,T034,Electrohogar,416457294,222,Base
2024-08,T034,Jugueteria,305825476,615,Base
2024-08,T034,Moda,296339694,1330,Base
2024-08,T034,Muebles,298265897,486,Base
2024-08,T034,Tecnologia,187700168,791,Base
2024-08,T035,Alimentos,285148763,274,Base
2024-08,T035,Belleza,211313205,1201,Base
2024-08,T035,Deportes,46589184,891,Base
2024-08,T035,Electrohogar,123997438,1331,Base
2024-08,T035,Jugueteria,411283641,179,Base
2024-08,T035,Moda,250705900,1351,Base
2024-08,T035,Muebles,405784065,775,Base
2024-08,T035,Tecnologia,337463909,927,Base
2024-08,T036,Alimentos,282982954,472,Base
2024-08,T036,Belleza,171086674,328,Base
2024-08,T036,Deportes,181852064,434,Base
2024-08,T036,Electrohogar,176864633,476,Base
2024-08,T036,Jugueteria,361371250,665,Base
2024-08,T036,Moda,298422700,407,Base
2024-08,T036,Muebles,356673415,596,Base
2024-08,T036,Tecnologia,279744063,892,Base
2024-08,T037,Alimentos,137093494,790,Base
2024-08,T037,Belleza,295710268,1035,Base
2024-08,T037,Deportes,274108188,564,Base
2024-08,T037,Electrohogar,381454300,532,Base
2024-08,T037,Jugueteria,186525385,201,Base
2024-08,T037,Moda,115664977,461,Base
2024-08,T037,Muebles,256478239,586,Base
2024-08,T037,Tecnologia,70286080,333,Base
2024-08,T038,Alimentos,325040476,308,Base
2024-08,T038,Belleza,140641053,534,Base
2024-08,T038,Deportes,156714391,301,Base
2024-08,T038,Electrohogar,228739699,936,Base
2024-08,T038,Jugueteria,279706527,1240,Base
2024-08,T038,Moda,275841120,556,Base
2024-08,T038,Muebles,373767870,835,Base
2024-08,T038,Tecnologia,140274065,1374,Base
2024-08,T039,Alimentos,279131196,445,Base
2024-08,T039,Belleza,202304860,296,Base
2024-08,T039,Deportes,73789946,585,Base
2024-08,T039,Electrohogar,393921229,1171,Base
2024-08,T039,Jugueteria,55607570,1127,Base
2024-08,T039,Moda,316420872,1211,Base
2024-08,T039,Muebles,224925292,653,Base
2024-08,T039,Tecnologia,193031856,626,Base
2024-08,T040,Alimentos,177297829,567,Base
2024-08,T040,Belleza,397915144,1321,Base
2024-08,T040,Deportes,105841671,694,Base
2024-08,T040,Electrohogar,145631717,312,Base
2024-08,T040,Jugueteria,158880761,721,Base
2024-08,T040,Moda,223004383,219,Base
2024-08,T040,Muebles,331127236,295,Base
2024-08,T040,Tecnologia,180983505,1256,Base
2024-08,T041,Alimentos,264845782,943,Base
2024-08,T041,Belleza,255041832,292,Base
2024-08,T041,Deportes,312733330,593,Base
2024-08,T041,Electrohogar,277082606,497,Base
2024-08,T041,Jugueteria,157304757,337,Base
2024-08,T041,Moda,181895071,240,Base
2024-08,T041,Muebles,361368292,1250,Base
2024-08,T041,Tecnologia,94152465,1270,Base
2024-08,T042,Alimentos,109608313,399,Base
2024-08,T042,Belleza,396846971,1273,Base
2024-08,T042,Deportes,230000973,586,Base
2024-08,T042,Electrohogar,386236851,769,Base
2024-08,T042,Jugueteria,242320257,1198,Base
2024-08,T042,Moda,57227687,1101,Base
2024-08,T042,Muebles,205117050,581,Base
2024-08,T042,Tecnologia,407539298,1056,Base
2024-08,T043,Alimentos,269953612,487,Base
2024-08,T043,Belleza,118683097,1321,Base
2024-08,T043,Deportes,160015572,1081,Base
2024-08,T043,Electrohogar,378186513,923,Base
2024-08,T043,Jugueteria,296202506,600,Base
2024-08,T043,Moda,74986076,739,Base
2024-08,T043,Muebles,148752396,464,Base
2024-08,T043,Tecnologia,371957307,1189,Base
2024-08,T044,Alimentos,194351191,1292,Base
2024-08,T044,Belleza,222768816,1379,Base
2024-08,T044,Deportes,87705827,1135,Base
2024-08,T044,Electrohogar,417531486,1061,Base
2024-08,T044,Jugueteria,97201754,826,Base
2024-08,T044,Moda,194481579,217,Base
2024-08,T044,Muebles,416923524,227,Base
2024-08,T044,Tecnologia,329666385,315,Base
2024-08,T045,Alimentos,101199763,434,Base
2024-08,T045,Belleza,175363609,1021,Base
2024-08,T045,Deportes,146165825,297,Base
2024-08,T045,Electrohogar,387630042,352,Base
2024-08,T045,Jugueteria,252980756,1272,Base
2024-08,T045,Moda,347120449,623,Base
2024-08,T045,Muebles,397148771,1320,Base
2024-08,T045,Tecnologia,400885196,952,Base
2024-08,T046,Alimentos,386085216,679,Base
2024-08,T046,Belleza,372284709,1399,Base
2024-08,T046,Deportes,45401846,999,Base
2024-08,T046,Electrohogar,180083103,731,Base
2024-08,T046,Jugueteria,150608492,952,Base
2024-08,T046,Moda,242677685,825,Base
2024-08,T046,Muebles,188471591,511,Base
