id_cliente,nombre_cliente,segmento,ciudad,region,departamento,genero,rango_edad,fecha_alta,estado_cliente
C00535,Cliente 00535,Educacion,Bogota,Centro,Cundinamarca,F,26-35,2024-01-01,Activo
C00536,Cliente 00536,Hogar,Santa Marta,Caribe,Magdalena,F,56+,2020-11-17,Activo
C00537,Cliente 00537,Corporativo,Medellin,Antioquia,Antioquia,M,26-35,2021-08-20,Activo
C00538,Cliente 00538,Pyme,Ibague,Centro,Tolima,M,26-35,2025-11-09,Activo
C00539,Cliente 00539,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2024-04-05,Activo
C00540,Cliente 00540,Corporativo,Barranquilla,Caribe,Atlantico,No informado,18-25,2022-02-19,Activo
C00541,Cliente 00541,Pyme,Medellin,Antioquia,Antioquia,F,46-55,2025-02-20,Activo
C00542,Cliente 00542,Hogar,Santa Marta,Caribe,Magdalena,No informado,26-35,2021-02-13,Activo
C00543,Cliente 00543,Corporativo,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2025-01-28,Activo
C00544,Cliente 00544,Corporativo,Cali,Occidente,Valle del Cauca,No informado,26-35,2020-12-07,Activo
C00545,Cliente 00545,Gobierno,Pasto,Sur,Narino,F,26-35,2024-02-23,Activo
C00546,Cliente 00546,Pyme,Cali,Occidente,Valle del Cauca,M,56+,2024-05-05,Activo
C00547,Cliente 00547,Corporativo,Ibague,Centro,Tolima,F,18-25,2020-07-30,Activo
C00548,Cliente 00548,Gobierno,Bogota,Centro,Cundinamarca,No informado,26-35,2019-01-29,Activo
C00549,Cliente 00549,Pyme,Pasto,Sur,Narino,No informado,46-55,2020-01-06,Activo
C00550,Cliente 00550,Pyme,Pasto,Sur,Narino,No informado,36-45,2019-12-09,Activo
C00551,Cliente 00551,Hogar,Pereira,Eje Cafetero,Risaralda,F,26-35,2022-10-09,Activo
C00552,Cliente 00552,Hogar,Cali,Occidente,Valle del Cauca,F,56+,2024-04-21,Activo
C00553,Cliente 00553,Educacion,Manizales,Eje Cafetero,Caldas,M,26-35,2024-02-22,Activo
C00554,Cliente 00554,Pyme,Cartagena,Caribe,Bolivar,M,26-35,2024-07-22,Activo
C00555,Cliente 00555,Educacion,Ibague,Centro,Tolima,M,56+,2024-09-09,Inactivo
C00556,Cliente 00556,Corporativo,Ibague,Centro,Tolima,No informado,46-55,2022-06-03,Activo
C00557,Cliente 00557,Pyme,Bucaramanga,Oriente,Santander,No informado,36-45,2022-03-02,Activo
C00558,Cliente 00558,Pyme,Bogota,Centro,Cundinamarca,F,18-25,2023-02-10,Activo
C00559,Cliente 00559,Pyme,Bogota,Centro,Cundinamarca,No informado,18-25,2022-03-26,Activo
C00560,Cliente 00560,Gobierno,Ibague,Centro,Tolima,No informado,18-25,2020-12-30,Activo
C00561,Cliente 00561,Pyme,Villavicencio,Llanos,Meta,M,18-25,2020-03-17,Activo
C00562,Cliente 00562,Educacion,Bucaramanga,Oriente,Santander,F,36-45,2024-06-28,Activo
C00563,Cliente 00563,Educacion,Barranquilla,Caribe,Atlantico,M,36-45,2019-03-15,Activo
C00564,Cliente 00564,Educacion,Pasto,Sur,Narino,No informado,26-35,2023-09-16,Activo
C00565,Cliente 00565,Pyme,Pereira,Eje Cafetero,Risaralda,M,18-25,2020-09-21,Activo
C00566,Cliente 00566,Hogar,Bogota,Centro,Cundinamarca,M,56+,2021-08-03,Activo
C00567,Cliente 00567,Educacion,Santa Marta,Caribe,Magdalena,No informado,46-55,2022-06-05,Activo
C00568,Cliente 00568,Gobierno,Cartagena,Caribe,Bolivar,F,56+,2024-03-06,Activo
C00569,Cliente 00569,Educacion,Santa Marta,Caribe,Magdalena,M,18-25,2021-03-01,Activo
C00570,Cliente 00570,Gobierno,Pereira,Eje Cafetero,Risaralda,M,26-35,2023-12-28,Activo
C00571,Cliente 00571,Corporativo,Santa Marta,Caribe,Magdalena,F,36-45,2021-05-24,Activo
C00572,Cliente 00572,Educacion,Cartagena,Caribe,Bolivar,M,36-45,2025-07-17,Activo
C00573,Cliente 00573,Pyme,Bogota,Centro,Cundinamarca,F,56+,2022-11-18,Activo
C00574,Cliente 00574,Corporativo,Ibague,Centro,Tolima,F,18-25,2025-01-28,Activo
C00575,Cliente 00575,Corporativo,Cali,Occidente,Valle del Cauca,F,46-55,2024-01-05,Activo
C00576,Cliente 00576,Pyme,Villavicencio,Llanos,Meta,M,46-55,2021-10-19,Activo
C00577,Cliente 00577,Hogar,Manizales,Eje Cafetero,Caldas,F,46-55,2022-07-22,Activo
C00578,Cliente 00578,Hogar,Ibague,Centro,Tolima,F,46-55,2023-09-21,Activo
C00579,Cliente 00579,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,26-35,2021-12-12,Activo
C00580,Cliente 00580,Corporativo,Pasto,Sur,Narino,F,46-55,2022-09-13,Activo
C00581,Cliente 00581,Corporativo,Pasto,Sur,Narino,No informado,18-25,2022-01-08,Activo
C00582,Cliente 00582,Educacion,Ibague,Centro,Tolima,No informado,26-35,2019-07-13,Activo
C00583,Cliente 00583,Hogar,Ibague,Centro,Tolima,No informado,56+,2022-06-17,Activo
C00584,Cliente 00584,Corporativo,Villavicencio,Llanos,Meta,M,36-45,2024-04-05,Activo
C00585,Cliente 00585,Educacion,Cali,Occidente,Valle del Cauca,No informado,36-45,2025-02-17,Activo
C00586,Cliente 00586,Pyme,Barranquilla,Caribe,Atlantico,M,26-35,2023-06-26,Activo
C00587,Cliente 00587,Corporativo,Medellin,Antioquia,Antioquia,No informado,18-25,2019-08-01,Activo
C00588,Cliente 00588,Pyme,Bucaramanga,Oriente,Santander,No informado,36-45,2019-09-20,Activo
C00589,Cliente 00589,Corporativo,Pereira,Eje Cafetero,Risaralda,F,36-45,2025-08-31,Inactivo
C00590,Cliente 00590,Educacion,Pasto,Sur,Narino,No informado,46-55,2021-02-14,Activo
C00591,Cliente 00591,Pyme,Pereira,Eje Cafetero,Risaralda,F,56+,2019-12-11,Activo
C00592,Cliente 00592,Corporativo,Pereira,Eje Cafetero,Risaralda,M,26-35,2021-05-05,Activo
C00593,Cliente 00593,Gobierno,Santa Marta,Caribe,Magdalena,F,26-35,2022-01-19,Activo
C00594,Cliente 00594,Hogar,Villavicencio,Llanos,Meta,F,56+,2022-11-22,Activo
C00595,Cliente 00595,Pyme,Cali,Occidente,Valle del Cauca,No informado,46-55,2019-04-26,Activo
C00596,Cliente 00596,Educacion,Medellin,Antioquia,Antioquia,No informado,56+,2025-12-23,Activo
C00597,Cliente 00597,Pyme,Barranquilla,Caribe,Atlantico,M,26-35,2020-03-09,Activo
C00598,Cliente 00598,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,26-35,2021-11-26,Activo
C00599,Cliente 00599,Educacion,Bogota,Centro,Cundinamarca,No informado,56+,2025-06-30,Activo
C00600,Cliente 00600,Pyme,Barranquilla,Caribe,Atlantico,No informado,46-55,2019-04-01,Activo
C00601,Cliente 00601,Pyme,Pereira,Eje Cafetero,Risaralda,M,26-35,2024-03-02,Activo
C00602,Cliente 00602,Gobierno,Manizales,Eje Cafetero,Caldas,No informado,36-45,2025-01-17,Activo
C00603,Cliente 00603,Pyme,Cartagena,Caribe,Bolivar,M,56+,2020-12-10,Activo
C00604,Cliente 00604,Corporativo,Cartagena,Caribe,Bolivar,M,36-45,2019-02-21,Activo
C00605,Cliente 00605,Pyme,Medellin,Antioquia,Antioquia,F,36-45,2024-09-18,Activo
C00606,Cliente 00606,Pyme,Pasto,Sur,Narino,F,56+,2021-02-10,Activo
C00607,Cliente 00607,Educacion,Manizales,Eje Cafetero,Caldas,M,18-25,2025-04-09,Activo
C00608,Cliente 00608,Pyme,Ibague,Centro,Tolima,F,46-55,2020-02-18,Activo
C00609,Cliente 00609,Pyme,Cartagena,Caribe,Bolivar,No informado,46-55,2024-10-31,Activo
C00610,Cliente 00610,Corporativo,Barranquilla,Caribe,Atlantico,M,56+,2019-01-11,Activo
C00611,Cliente 00611,Hogar,Cali,Occidente,Valle del Cauca,No informado,56+,2020-01-04,Activo
C00612,Cliente 00612,Gobierno,Barranquilla,Caribe,Atlantico,M,26-35,2021-11-28,Activo
C00613,Cliente 00613,Corporativo,Villavicencio,Llanos,Meta,No informado,18-25,2023-02-03,Activo
C00614,Cliente 00614,Corporativo,Medellin,Antioquia,Antioquia,F,56+,2024-01-26,Activo
C00615,Cliente 00615,Hogar,Pereira,Eje Cafetero,Risaralda,M,36-45,2024-09-24,Activo
C00616,Cliente 00616,Hogar,Villavicencio,Llanos,Meta,M,18-25,2024-03-29,Activo
C00617,Cliente 00617,Gobierno,Medellin,Antioquia,Antioquia,M,26-35,2022-10-16,Activo
C00618,Cliente 00618,Gobierno,Bogota,Centro,Cundinamarca,M,36-45,2024-10-29,Activo
C00619,Cliente 00619,Corporativo,Medellin,Antioquia,Antioquia,No informado,26-35,2024-11-22,Activo
C00620,Cliente 00620,Corporativo,Pasto,Sur,Narino,No informado,18-25,2024-08-30,Inactivo
C00621,Cliente 00621,Educacion,Pasto,Sur,Narino,F,46-55,2019-07-27,Activo
C00622,Cliente 00622,Corporativo,Pereira,Eje Cafetero,Risaralda,M,36-45,2020-02-25,Activo
C00623,Cliente 00623,Educacion,Bogota,Centro,Cundinamarca,No informado,26-35,2022-05-12,Activo
C00624,Cliente 00624,Hogar,Ibague,Centro,Tolima,No informado,18-25,2023-05-21,Activo
C00625,Cliente 00625,Educacion,Barranquilla,Caribe,Atlantico,F,46-55,2021-12-18,Activo
C00626,Cliente 00626,Gobierno,Barranquilla,Caribe,Atlantico,No informado,56+,2021-11-21,Activo
C00627,Cliente 00627,Corporativo,Bogota,Centro,Cundinamarca,No informado,26-35,2021-11-10,Activo
C00628,Cliente 00628,Hogar,Manizales,Eje Cafetero,Caldas,F,18-25,2025-11-29,Activo
C00629,Cliente 00629,Corporativo,Cartagena,Caribe,Bolivar,No informado,18-25,2019-04-10,Inactivo
C00630,Cliente 00630,Corporativo,Villavicencio,Llanos,Meta,No informado,46-55,2024-02-11,Activo
C00631,Cliente 00631,Gobierno,Medellin,Antioquia,Antioquia,M,18-25,2025-06-28,Activo
C00632,Cliente 00632,Hogar,Medellin,Antioquia,Antioquia,No informado,46-55,2020-07-22,Activo
C00633,Cliente 00633,Educacion,Bucaramanga,Oriente,Santander,No informado,56+,2021-03-04,Activo
C00634,Cliente 00634,Gobierno,Barranquilla,Caribe,Atlantico,No informado,36-45,2021-07-23,Activo
C00635,Cliente 00635,Educacion,Ibague,Centro,Tolima,F,56+,2025-07-06,Activo
C00636,Cliente 00636,Hogar,Villavicencio,Llanos,Meta,No informado,26-35,2019-11-05,Activo
C00637,Cliente 00637,Corporativo,Barranquilla,Caribe,Atlantico,M,46-55,2025-10-12,Activo
C00638,Cliente 00638,Corporativo,Ibague,Centro,Tolima,M,46-55,2023-04-07,Inactivo
C00639,Cliente 00639,Educacion,Cartagena,Caribe,Bolivar,No informado,56+,2022-10-19,Activo
C00640,Cliente 00640,Gobierno,Pasto,Sur,Narino,M,18-25,2023-10-12,Activo
C00641,Cliente 00641,Gobierno,Cartagena,Caribe,Bolivar,No informado,46-55,2024-09-20,Activo
C00642,Cliente 00642,Pyme,Bucaramanga,Oriente,Santander,No informado,56+,2023-08-29,Activo
C00643,Cliente 00643,Corporativo,Pereira,Eje Cafetero,Risaralda,M,26-35,2021-07-01,Activo
C00644,Cliente 00644,Educacion,Cartagena,Caribe,Bolivar,No informado,18-25,2023-06-19,Activo
C00645,Cliente 00645,Gobierno,Cali,Occidente,Valle del Cauca,No informado,36-45,2023-08-19,Activo
C00646,Cliente 00646,Pyme,Pereira,Eje Cafetero,Risaralda,No informado,26-35,2019-01-24,Inactivo
C00647,Cliente 00647,Corporativo,Bucaramanga,Oriente,Santander,F,56+,2023-04-15,Activo
C00648,Cliente 00648,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,18-25,2023-08-28,Activo
C00649,Cliente 00649,Pyme,Bogota,Centro,Cundinamarca,No informado,56+,2019-03-13,Activo
C00650,Cliente 00650,Gobierno,Medellin,Antioquia,Antioquia,No informado,18-25,2021-03-11,Activo
C00651,Cliente 00651,Educacion,Barranquilla,Caribe,Atlantico,M,36-45,2021-03-30,Activo
C00652,Cliente 00652,Gobierno,Bogota,Centro,Cundinamarca,M,36-45,2020-05-04,Activo
C00653,Cliente 00653,Educacion,Pasto,Sur,Narino,M,26-35,2023-05-28,Activo
C00654,Cliente 00654,Educacion,Pasto,Sur,Narino,F,46-55,2022-03-23,Activo
C00655,Cliente 00655,Corporativo,Bucaramanga,Oriente,Santander,No informado,18-25,2020-07-22,Activo
C00656,Cliente 00656,Corporativo,Barranquilla,Caribe,Atlantico,F,26-35,2023-06-11,Activo
C00657,Cliente 00657,Educacion,Bogota,Centro,Cundinamarca,F,18-25,2024-03-18,Activo
C00658,Cliente 00658,Pyme,Santa Marta,Caribe,Magdalena,F,56+,2020-08-31,Activo
C00659,Cliente 00659,Pyme,Manizales,Eje Cafetero,Caldas,F,46-55,2021-07-03,Activo
C00660,Cliente 00660,Educacion,Bucaramanga,Oriente,Santander,M,18-25,2025-04-02,Activo
C00661,Cliente 00661,Educacion,Santa Marta,Caribe,Magdalena,F,26-35,2023-11-12,Activo
C00662,Cliente 00662,Pyme,Bucaramanga,Oriente,Santander,F,36-45,2019-08-06,Activo
C00663,Cliente 00663,Pyme,Ibague,Centro,Tolima,M,46-55,2025-12-21,Activo
C00664,Cliente 00664,Gobierno,Ibague,Centro,Tolima,M,26-35,2020-05-10,Activo
C00665,Cliente 00665,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,18-25,2019-12-27,Activo
C00666,Cliente 00666,Gobierno,Santa Marta,Caribe,Magdalena,M,18-25,2022-11-20,Activo
C00667,Cliente 00667,Pyme,Ibague,Centro,Tolima,M,36-45,2019-11-21,Activo
C00668,Cliente 00668,Gobierno,Barranquilla,Caribe,Atlantico,M,26-35,2024-08-12,Activo
C00669,Cliente 00669,Hogar,Villavicencio,Llanos,Meta,No informado,36-45,2025-03-23,Inactivo
C00670,Cliente 00670,Hogar,Santa Marta,Caribe,Magdalena,M,36-45,2022-10-26,Activo
C00671,Cliente 00671,Hogar,Bucaramanga,Oriente,Santander,No informado,26-35,2023-10-29,Activo
C00672,Cliente 00672,Educacion,Cali,Occidente,Valle del Cauca,No informado,26-35,2021-02-27,Activo
C00673,Cliente 00673,Educacion,Pereira,Eje Cafetero,Risaralda,F,26-35,2021-12-02,Activo
C00674,Cliente 00674,Educacion,Manizales,Eje Cafetero,Caldas,No informado,46-55,2021-06-14,Activo
C00675,Cliente 00675,Pyme,Pereira,Eje Cafetero,Risaralda,No informado,26-35,2025-04-13,Activo
C00676,Cliente 00676,Pyme,Santa Marta,Caribe,Magdalena,F,26-35,2024-02-04,Activo
C00677,Cliente 00677,Gobierno,Cali,Occidente,Valle del Cauca,M,36-45,2020-05-27,Activo
C00678,Cliente 00678,Corporativo,Pasto,Sur,Narino,F,18-25,2025-08-31,Activo
C00679,Cliente 00679,Pyme,Medellin,Antioquia,Antioquia,M,46-55,2020-12-14,Activo
C00680,Cliente 00680,Gobierno,Villavicencio,Llanos,Meta,F,26-35,2026-01-31,Activo
C00681,Cliente 00681,Corporativo,Bucaramanga,Oriente,Santander,M,26-35,2021-03-07,Activo
C00682,Cliente 00682,Hogar,Medellin,Antioquia,Antioquia,No informado,46-55,2020-06-01,Activo
C00683,Cliente 00683,Corporativo,Ibague,Centro,Tolima,No informado,46-55,2019-06-21,Activo
C00684,Cliente 00684,Corporativo,Manizales,Eje Cafetero,Caldas,M,18-25,2021-03-29,Activo
C00685,Cliente 00685,Gobierno,Pereira,Eje Cafetero,Risaralda,F,56+,2019-06-27,Activo
C00686,Cliente 00686,Corporativo,Santa Marta,Caribe,Magdalena,No informado,46-55,2019-01-06,Activo
C00687,Cliente 00687,Educacion,Cali,Occidente,Valle del Cauca,No informado,56+,2019-04-09,Activo
C00688,Cliente 00688,Educacion,Pereira,Eje Cafetero,Risaralda,F,46-55,2023-12-23,Activo
C00689,Cliente 00689,Educacion,Cartagena,Caribe,Bolivar,M,36-45,2025-05-17,Activo
C00690,Cliente 00690,Gobierno,Ibague,Centro,Tolima,No informado,46-55,2025-10-21,Activo
C00691,Cliente 00691,Educacion,Ibague,Centro,Tolima,F,56+,2021-07-14,Activo
C00692,Cliente 00692,Hogar,Bogota,Centro,Cundinamarca,F,36-45,2025-03-31,Activo
C00693,Cliente 00693,Gobierno,Cartagena,Caribe,Bolivar,No informado,18-25,2024-02-16,Activo
C00694,Cliente 00694,Corporativo,Cartagena,Caribe,Bolivar,M,46-55,2021-07-26,Inactivo
C00695,Cliente 00695,Hogar,Villavicencio,Llanos,Meta,F,36-45,2020-07-03,Activo
C00696,Cliente 00696,Pyme,Cali,Occidente,Valle del Cauca,No informado,26-35,2021-02-23,Activo
C00697,Cliente 00697,Educacion,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2025-02-14,Activo
C00698,Cliente 00698,Educacion,Pasto,Sur,Narino,M,18-25,2020-03-22,Activo
C00699,Cliente 00699,Hogar,Santa Marta,Caribe,Magdalena,M,56+,2022-09-18,Activo
C00700,Cliente 00700,Hogar,Ibague,Centro,Tolima,No informado,36-45,2024-01-27,Activo
C00701,Cliente 00701,Hogar,Barranquilla,Caribe,Atlantico,F,26-35,2022-01-29,Activo
C00702,Cliente 00702,Corporativo,Bucaramanga,Oriente,Santander,M,46-55,2024-01-28,Activo
C00703,Cliente 00703,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2024-05-31,Activo
C00704,Cliente 00704,Corporativo,Medellin,Antioquia,Antioquia,No informado,18-25,2021-02-10,Activo
C00705,Cliente 00705,Corporativo,Pasto,Sur,Narino,F,36-45,2021-09-01,Activo
C00706,Cliente 00706,Pyme,Cartagena,Caribe,Bolivar,No informado,46-55,2025-07-19,Activo
C00707,Cliente 00707,Corporativo,Cartagena,Caribe,Bolivar,F,26-35,2025-04-04,Activo
C00708,Cliente 00708,Gobierno,Pasto,Sur,Narino,M,46-55,2024-06-26,Inactivo
C00709,Cliente 00709,Gobierno,Cali,Occidente,Valle del Cauca,No informado,46-55,2019-02-12,Activo
C00710,Cliente 00710,Gobierno,Cartagena,Caribe,Bolivar,No informado,18-25,2020-01-26,Activo
C00711,Cliente 00711,Pyme,Medellin,Antioquia,Antioquia,No informado,36-45,2024-05-09,Activo
C00712,Cliente 00712,Pyme,Manizales,Eje Cafetero,Caldas,F,56+,2019-01-07,Activo
C00713,Cliente 00713,Gobierno,Pasto,Sur,Narino,F,18-25,2024-03-27,Activo
C00714,Cliente 00714,Corporativo,Pereira,Eje Cafetero,Risaralda,F,56+,2021-10-15,Activo
C00715,Cliente 00715,Gobierno,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2019-05-05,Activo
C00716,Cliente 00716,Pyme,Pereira,Eje Cafetero,Risaralda,F,18-25,2019-04-12,Activo
C00717,Cliente 00717,Gobierno,Villavicencio,Llanos,Meta,M,46-55,2022-04-26,Activo
C00718,Cliente 00718,Hogar,Cali,Occidente,Valle del Cauca,No informado,18-25,2023-04-25,Activo
C00719,Cliente 00719,Educacion,Santa Marta,Caribe,Magdalena,F,36-45,2020-10-15,Activo
C00720,Cliente 00720,Hogar,Ibague,Centro,Tolima,No informado,18-25,2025-04-09,Activo
C00721,Cliente 00721,Gobierno,Villavicencio,Llanos,Meta,M,26-35,2020-09-16,Activo
C00722,Cliente 00722,Gobierno,Bogota,Centro,Cundinamarca,No informado,56+,2025-02-08,Activo
C00723,Cliente 00723,Educacion,Pasto,Sur,Narino,F,56+,2025-04-09,Activo
C00724,Cliente 00724,Gobierno,Pereira,Eje Cafetero,Risaralda,F,56+,2020-06-23,Activo
C00725,Cliente 00725,Pyme,Villavicencio,Llanos,Meta,M,18-25,2025-04-19,Activo
C00726,Cliente 00726,Hogar,Villavicencio,Llanos,Meta,No informado,18-25,2024-10-30,Activo
C00727,Cliente 00727,Pyme,Cali,Occidente,Valle del Cauca,M,26-35,2022-08-02,Activo
C00728,Cliente 00728,Hogar,Manizales,Eje Cafetero,Caldas,M,26-35,2023-08-25,Activo
C00729,Cliente 00729,Corporativo,Bogota,Centro,Cundinamarca,F,18-25,2025-07-19,Activo
C00730,Cliente 00730,Hogar,Medellin,Antioquia,Antioquia,M,46-55,2023-04-03,Activo
C00731,Cliente 00731,Educacion,Bogota,Centro,Cundinamarca,No informado,26-35,2019-01-04,Activo
C00732,Cliente 00732,Corporativo,Cali,Occidente,Valle del Cauca,No informado,46-55,2020-03-15,Activo
C00733,Cliente 00733,Pyme,Pereira,Eje Cafetero,Risaralda,F,46-55,2025-08-20,Activo
C00734,Cliente 00734,Pyme,Cartagena,Caribe,Bolivar,M,56+,2025-02-22,Activo
C00735,Cliente 00735,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,46-55,2023-11-21,Activo
C00736,Cliente 00736,Gobierno,Pasto,Sur,Narino,F,46-55,2025-03-11,Activo
C00737,Cliente 00737,Educacion,Santa Marta,Caribe,Magdalena,F,46-55,2019-01-13,Activo
C00738,Cliente 00738,Hogar,Santa Marta,Caribe,Magdalena,F,18-25,2024-07-28,Activo
C00739,Cliente 00739,Educacion,Bogota,Centro,Cundinamarca,F,18-25,2022-12-10,Activo
C00740,Cliente 00740,Gobierno,Cali,Occidente,Valle del Cauca,F,18-25,2024-07-01,Inactivo
C00741,Cliente 00741,Gobierno,Medellin,Antioquia,Antioquia,F,18-25,2024-10-04,Activo
C00742,Cliente 00742,Corporativo,Medellin,Antioquia,Antioquia,F,56+,2019-10-20,Activo
C00743,Cliente 00743,Educacion,Cartagena,Caribe,Bolivar,M,18-25,2022-12-20,Activo
C00744,Cliente 00744,Educacion,Ibague,Centro,Tolima,No informado,46-55,2025-06-19,Activo
C00745,Cliente 00745,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,56+,2023-10-28,Activo
C00746,Cliente 00746,Gobierno,Pereira,Eje Cafetero,Risaralda,F,36-45,2019-05-03,Activo
C00747,Cliente 00747,Hogar,Villavicencio,Llanos,Meta,M,26-35,2022-11-04,Activo
C00748,Cliente 00748,Hogar,Pasto,Sur,Narino,No informado,18-25,2022-07-13,Activo
C00749,Cliente 00749,Corporativo,Cartagena,Caribe,Bolivar,F,56+,2025-12-02,Activo
C00750,Cliente 00750,Corporativo,Pasto,Sur,Narino,No informado,46-55,2021-07-27,Activo
C00751,Cliente 00751,Educacion,Santa Marta,Caribe,Magdalena,F,18-25,2021-11-05,Activo
C00752,Cliente 00752,Pyme,Ibague,Centro,Tolima,F,18-25,2025-01-06,Activo
C00753,Cliente 00753,Corporativo,Pasto,Sur,Narino,F,18-25,2020-11-15,Activo
C00754,Cliente 00754,Hogar,Barranquilla,Caribe,Atlantico,F,36-45,2022-08-30,Activo
C00755,Cliente 00755,Pyme,Bogota,Centro,Cundinamarca,No informado,36-45,2025-09-16,Activo
C00756,Cliente 00756,Gobierno,Pereira,Eje Cafetero,Risaralda,No informado,18-25,2024-10-06,Activo
C00757,Cliente 00757,Corporativo,Ibague,Centro,Tolima,No informado,56+,2021-07-11,Activo
C00758,Cliente 00758,Hogar,Santa Marta,Caribe,Magdalena,M,26-35,2023-06-07,Activo
C00759,Cliente 00759,Pyme,Pasto,Sur,Narino,M,26-35,2023-10-26,Activo
C00760,Cliente 00760,Educacion,Cartagena,Caribe,Bolivar,F,26-35,2025-01-18,Activo
C00761,Cliente 00761,Corporativo,Cartagena,Caribe,Bolivar,M,46-55,2019-09-13,Activo
C00762,Cliente 00762,Hogar,Ibague,Centro,Tolima,F,56+,2022-01-12,Activo
C00763,Cliente 00763,Educacion,Medellin,Antioquia,Antioquia,M,18-25,2021-10-16,Activo
C00764,Cliente 00764,Corporativo,Pasto,Sur,Narino,No informado,18-25,2020-04-12,Activo
C00765,Cliente 00765,Hogar,Cali,Occidente,Valle del Cauca,F,26-35,2019-11-09,Activo
C00766,Cliente 00766,Gobierno,Cali,Occidente,Valle del Cauca,F,36-45,2021-12-25,Activo
C00767,Cliente 00767,Educacion,Villavicencio,Llanos,Meta,No informado,18-25,2019-04-28,Activo
C00768,Cliente 00768,Hogar,Cali,Occidente,Valle del Cauca,No informado,18-25,2019-06-03,Activo
C00769,Cliente 00769,Corporativo,Bucaramanga,Oriente,Santander,M,26-35,2024-01-04,Activo
C00770,Cliente 00770,Gobierno,Barranquilla,Caribe,Atlantico,F,26-35,2022-11-16,Activo
C00771,Cliente 00771,Educacion,Santa Marta,Caribe,Magdalena,No informado,46-55,2025-12-25,Activo
C00772,Cliente 00772,Corporativo,Villavicencio,Llanos,Meta,No informado,36-45,2024-04-12,Activo
C00773,Cliente 00773,Hogar,Bucaramanga,Oriente,Santander,F,36-45,2024-11-15,Inactivo
C00774,Cliente 00774,Hogar,Pasto,Sur,Narino,F,26-35,2022-05-29,Activo
C00775,Cliente 00775,Hogar,Barranquilla,Caribe,Atlantico,F,56+,2021-05-10,Activo
C00776,Cliente 00776,Educacion,Ibague,Centro,Tolima,M,26-35,2022-08-26,Activo
C00777,Cliente 00777,Hogar,Cartagena,Caribe,Bolivar,M,36-45,2020-03-03,Activo
C00778,Cliente 00778,Gobierno,Santa Marta,Caribe,Magdalena,No informado,56+,2024-02-07,Activo
C00779,Cliente 00779,Hogar,Santa Marta,Caribe,Magdalena,No informado,26-35,2020-10-03,Activo
C00780,Cliente 00780,Corporativo,Medellin,Antioquia,Antioquia,F,46-55,2025-04-26,Activo
C00781,Cliente 00781,Pyme,Barranquilla,Caribe,Atlantico,M,36-45,2019-03-11,Activo
C00782,Cliente 00782,Hogar,Manizales,Eje Cafetero,Caldas,F,26-35,2020-02-29,Activo
C00783,Cliente 00783,Pyme,Ibague,Centro,Tolima,No informado,36-45,2023-12-10,Activo
C00784,Cliente 00784,Pyme,Ibague,Centro,Tolima,F,46-55,2021-08-30,Activo
C00785,Cliente 00785,Gobierno,Pasto,Sur,Narino,M,46-55,2023-01-28,Activo
C00786,Cliente 00786,Gobierno,Cali,Occidente,Valle del Cauca,M,46-55,2019-02-18,Inactivo
C00787,Cliente 00787,Hogar,Pasto,Sur,Narino,M,18-25,2024-04-09,Activo
C00788,Cliente 00788,Corporativo,Barranquilla,Caribe,Atlantico,F,36-45,2022-02-04,Activo
C00789,Cliente 00789,Gobierno,Cartagena,Caribe,Bolivar,No informado,46-55,2019-04-10,Inactivo
C00790,Cliente 00790,Corporativo,Villavicencio,Llanos,Meta,No informado,46-55,2024-03-06,Activo
C00791,Cliente 00791,Hogar,Villavicencio,Llanos,Meta,No informado,36-45,2025-03-08,Activo
C00792,Cliente 00792,Educacion,Medellin,Antioquia,Antioquia,F,36-45,2023-12-30,Activo
C00793,Cliente 00793,Pyme,Bucaramanga,Oriente,Santander,M,46-55,2021-07-08,Activo
C00794,Cliente 00794,Educacion,Barranquilla,Caribe,Atlantico,No informado,36-45,2021-08-19,Activo
C00795,Cliente 00795,Gobierno,Villavicencio,Llanos,Meta,F,18-25,2022-04-14,Activo
C00796,Cliente 00796,Corporativo,Medellin,Antioquia,Antioquia,M,56+,2023-12-22,Activo
C00797,Cliente 00797,Gobierno,Cartagena,Caribe,Bolivar,No informado,18-25,2019-01-17,Activo
C00798,Cliente 00798,Pyme,Medellin,Antioquia,Antioquia,F,36-45,2024-07-26,Activo
C00799,Cliente 00799,Hogar,Cali,Occidente,Valle del Cauca,F,18-25,2020-12-16,Activo
C00800,Cliente 00800,Gobierno,Bucaramanga,Oriente,Santander,M,26-35,2020-12-17,Activo
C00801,Cliente 00801,Gobierno,Bogota,Centro,Cundinamarca,F,36-45,2023-07-15,Activo
C00802,Cliente 00802,Educacion,Cali,Occidente,Valle del Cauca,M,26-35,2021-12-04,Activo
