id_transaccion,fecha_venta,id_cliente,id_producto,id_tienda,cantidad,precio_unitario,descuento_pct,metodo_pago,canal_venta,estado_transaccion,moneda,costo_unitario,vendedor_id,origen_dato
V000034945,2026-02-03,C01534,P0225,T057,1,2442895.0,0.0,Tarjeta credito,Call center,Completada,COP,1502000,VEN046,CRM
V000034947,2026-04-14,C00002,P0074,T055,1,295399.0,0.05,Tarjeta debito,Web,Completada,COP,153800,VEN065,ECOM
V000034951,2026-03-03,C02792,P0099,T019,1,2208141.0,0.0,Billetera digital,App movil,Completada,COP,1367700,VEN102,CRM
V000034966,2026-05-09,C02677,P0290,T045,1,206457.0,0.0,Tarjeta credito,Call center,Completada,COP,134400,VEN104,ECOM
V000034970,2026-05-29,C01028,P0496,T049,1,1180878.0,0.03,Billetera digital,Marketplace,Completada,COP,936800,VEN069,POS
V000034985,2026-05-30,C00832,P0495,T047,1,1823686.0,0.2,Billetera digital,Marketplace,Completada,COP,1347700,VEN127,CRM
V000034989,2026-06-13,C03028,P0323,T032,1,1903880.0,0.08,Transferencia,Web,Completada,COP,1495100,VEN070,POS
V000035016,2026-05-27,C02830,P0029,T053,1,1344805.0,0.2,Efectivo,Tienda fisica,Completada,COP,715100,VEN046,POS
V000035017,2026-06-13,C00437,P0460,T049,1,613363.0,0.2,Transferencia,Call center,Completada,COP,477400,VEN106,ECOM
V000035021,2026-06-16,C02641,P0289,T059,1,937100.0,0.2,Transferencia,Call center,Completada,COP,566300,VEN128,CRM
V000035028,2026-01-15,C00384,P0083,T023,1,2365582.0,0.0,Tarjeta debito,Tienda fisica,Completada,COP,1410300,VEN075,CRM
V000035032,2026-01-25,C04905,P0149,T025,1,2125987.0,0.0,Tarjeta credito,Marketplace,Completada,COP,1398000,VEN089,POS
V000035038,2026-04-21,C01214,P0348,T054,5,1319414.0,0.03,Tarjeta debito,Marketplace,Completada,COP,952000,VEN059,ECOM
V000035063,2026-01-17,C04916,P0428,T006,1,1335620.0,0.05,Efectivo,Tienda fisica,Completada,COP,866600,VEN109,POS
V000035074,2026-04-24,C00879,P0413,T045,1,2257439.0,0.0,Billetera digital,Web,Completada,COP,1306500,VEN070,CRM
V000035080,2026-03-26,C04221,P0235,T041,1,330889.0,0.0,Transferencia,Marketplace,Completada,COP,199600,VEN160,POS
V000035085,2026-03-28,C04827,P0370,T031,1,1941750.0,0.08,Transferencia,Call center,Completada,COP,1171600,VEN102,CRM
V000035105,2026-03-21,C01873,P0348,T055,1,1455424.0,0.0,Billetera digital,Marketplace,Completada,COP,952000,VEN168,ECOM
V000035115,2026-01-24,C04389,P0074,T027,4,300888.0,0.08,Tarjeta credito,Web,Completada,COP,153800,VEN002,POS
V000035126,2026-06-10,C04334,P0057,T029,1,2201378.0,0.1,Transferencia,App movil,Completada,COP,1278600,VEN166,ECOM
V000035143,2026-04-13,C03143,P0152,T050,3,664790.0,0.1,Efectivo,Call center,Completada,COP,369800,VEN120,ECOM
V000035162,2026-04-19,C01878,P0459,T012,1,1635207.0,0.0,Tarjeta credito,Call center,Completada,COP,1217900,VEN005,CRM
V000035167,2026-02-10,C00165,P0242,T025,1,1380313.0,0.03,Billetera digital,Call center,Completada,COP,726300,VEN149,CRM
V000035173,2026-06-19,C00476,P0305,T003,1,1696178.0,0.0,Tarjeta credito,Call center,Completada,COP,1206300,VEN007,CRM
V000035183,2026-03-30,C00123,P0303,T031,1,955593.0,0.0,Efectivo,Web,Completada,COP,532400,VEN155,POS
V000035184,2026-05-31,C03373,P0078,T030,1,2554127.0,0.1,Efectivo,Tienda fisica,Completada,COP,1575200,VEN077,CRM
V000035204,2026-01-26,C02348,P0062,T044,4,1708129.0,0.03,Tarjeta credito,App movil,Completada,COP,1312300,VEN076,CRM
V000035208,2026-05-30,C03452,P0307,T017,1,948987.0,0.03,Tarjeta debito,Call center,Completada,COP,765500,VEN131,CRM
V000035209,2026-04-24,C01408,P0201,T015,1,208506.0,0.0,Efectivo,Marketplace,Completada,COP,158700,VEN019,CRM
V000035218,2026-04-16,C00228,P0208,T050,1,495300.0,0.2,Transferencia,Call center,Completada,COP,337800,VEN070,POS
V000035237,2026-02-08,C00980,P0351,T044,2,1314389.0,0.03,Billetera digital,Marketplace,Completada,COP,838300,VEN096,POS
V000035248,2026-03-08,C04987,P0027,T054,1,1125005.0,0.0,Transferencia,Web,Completada,COP,619700,VEN119,POS
V000035250,2026-05-16,C03595,P0452,T041,1,794345.0,0.2,Billetera digital,App movil,Completada,COP,556100,VEN114,ECOM
V000035254,2026-06-06,C00114,P0451,T038,2,375286.0,0.15,Tarjeta debito,Call center,Completada,COP,272300,VEN022,POS
V000035273,2026-03-27,C01017,P0234,T050,1,2257027.0,0.05,Transferencia,Call center,Completada,COP,1640400,VEN039,ECOM
V000035274,2026-03-01,C03327,P0433,T031,2,344801.0,0.0,Billetera digital,Marketplace,Completada,COP,234300,VEN179,ECOM
V000035284,2026-03-07,C01284,P0277,T032,1,1279593.0,0.0,Efectivo,App movil,Completada,COP,826400,VEN104,ECOM
V000035290,2026-04-25,C04201,P0161,T034,1,1021285.0,0.08,Tarjeta credito,Marketplace,Completada,COP,619100,VEN023,ECOM
V000035312,2026-04-18,C00119,P0055,T002,1,2101346.0,0.0,Billetera digital,Marketplace,Completada,COP,1291400,VEN123,CRM
V000035320,2026-04-01,C03284,P0265,T004,2,1599223.0,0.2,Transferencia,Call center,Completada,COP,1090800,VEN135,ECOM
V000035322,2026-03-21,C01631,P0479,T056,1,849923.0,0.08,Transferencia,App movil,Completada,COP,653500,VEN140,POS
V000035325,2026-06-20,C03751,P0390,T057,1,946360.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,606600,VEN013,ECOM
V000035329,2026-05-03,C00247,P0202,T028,1,90520.0,0.08,Tarjeta debito,Web,Completada,COP,70700,VEN050,CRM
V000035360,2026-05-17,C04312,P0273,T046,2,2536093.0,0.03,Tarjeta debito,Web,Completada,COP,1462300,VEN072,CRM
V000035373,2026-05-19,C04089,P0181,T048,5,2357815.0,0.0,Efectivo,Web,Completada,COP,1326100,VEN069,CRM
V000035382,2026-02-14,C03710,P0455,T040,1,1380854.0,0.03,Tarjeta credito,Marketplace,Completada,COP,693600,VEN011,CRM
V000035393,2026-03-15,C04278,P0145,T054,1,1222946.0,0.08,Billetera digital,Web,Completada,COP,815800,VEN035,POS
V000035394,2026-05-13,C03953,P0360,T051,1,1209697.0,0.0,Tarjeta credito,Call center,Completada,COP,854400,VEN173,POS
V000035395,2026-05-03,C01721,P0288,T022,1,1528995.0,0.0,Transferencia,Web,Completada,COP,941400,VEN117,CRM
V000035426,2026-05-26,C03442,P0371,T012,2,674344.0,0.15,Billetera digital,Web,Completada,COP,504600,VEN077,ECOM
V000035435,2026-01-16,C03770,P0237,T014,1,2287284.0,0.2,Efectivo,Tienda fisica,Completada,COP,1648000,VEN048,ECOM
V000035436,2026-06-21,C00845,P0048,T010,1,1194358.0,0.05,Transferencia,Tienda fisica,Completada,COP,740000,VEN074,CRM
V000035438,2026-03-28,C00479,P0112,T014,1,1810523.0,0.0,Tarjeta debito,Call center,Completada,COP,1194000,VEN016,POS
V000035442,2026-05-07,C00685,P0299,T012,1,1118661.0,0.15,Tarjeta credito,Marketplace,Completada,COP,741300,VEN154,ECOM
V000035445,2026-03-30,C04471,P0140,T034,2,504419.0,0.08,Tarjeta credito,Marketplace,Completada,COP,362200,VEN006,ECOM
V000035453,2026-05-17,C02247,P0088,T029,1,2149219.0,0.0,Efectivo,Tienda fisica,Completada,COP,1153400,VEN094,POS
V000035457,2026-02-09,C01692,P0245,T033,1,1247714.0,0.1,Efectivo,App movil,Completada,COP,896800,VEN032,POS
V000035464,2026-02-12,C00360,P0424,T029,1,1836172.0,0.0,Billetera digital,App movil,Completada,COP,1089000,VEN091,CRM
V000035465,2026-01-28,C02787,P0237,T043,1,2168791.0,0.0,Billetera digital,Marketplace,Completada,COP,1648000,VEN152,CRM
V000035474,2026-06-22,C04449,P0239,T049,1,1224802.0,0.08,Billetera digital,Marketplace,Completada,COP,699300,VEN160,ECOM
V000035486,2026-06-02,C00366,P0323,T032,1,1741339.0,0.05,Tarjeta debito,Tienda fisica,Completada,COP,1495100,VEN002,ECOM
V000035497,2026-01-29,C03143,P0458,T038,1,128672.0,0.2,Tarjeta debito,Web,Completada,COP,80800,VEN168,POS
V000035504,2026-03-28,C02238,P0135,T057,2,2117223.0,0.03,Transferencia,App movil,Completada,COP,1270900,VEN048,POS
V000035529,2026-04-20,C04614,P0237,T015,1,2437582.0,0.0,Tarjeta debito,Marketplace,Completada,COP,1648000,VEN050,CRM
V000035531,2026-01-04,C04982,P0354,T017,2,2450527.0,0.08,Transferencia,Marketplace,Completada,COP,1339500,VEN102,CRM
V000035535,2026-06-19,C02500,P0014,T055,1,1603858.0,0.0,Transferencia,Marketplace,Completada,COP,1165700,VEN116,POS
V000035537,2026-03-26,C00927,P0269,T014,4,633101.0,0.0,Billetera digital,Tienda fisica,Completada,COP,345500,VEN057,CRM
V000035541,2026-04-26,C00845,P0012,T059,3,63190.0,0.0,Tarjeta debito,Call center,Completada,COP,45200,VEN062,CRM
V000035555,2026-01-24,C04456,P0485,T026,1,2404873.0,0.03,Tarjeta debito,Marketplace,Completada,COP,1465200,VEN077,CRM
V000035558,2026-03-19,C02682,P0288,T031,1,1589545.0,0.03,Tarjeta debito,App movil,Completada,COP,941400,VEN086,POS
V000035565,2026-02-01,C02208,P0337,T013,2,31661.0,0.2,Billetera digital,Call center,Completada,COP,16800,VEN122,ECOM
V000035566,2026-05-03,C04559,P0340,T021,3,990064.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,773100,VEN081,POS
V000035592,2026-05-06,C01300,P0356,T031,1,1806839.0,0.1,Tarjeta credito,Tienda fisica,Completada,COP,1193900,VEN041,CRM
V000035615,2026-01-03,C00167,P0173,T060,2,113264.0,0.1,Transferencia,Web,Completada,COP,73700,VEN075,ECOM
V000035635,2026-06-15,C04691,P0342,T008,1,1087113.0,0.2,Transferencia,Call center,Completada,COP,647700,VEN049,ECOM
V000035637,2026-02-03,C02227,P0462,T048,1,1417037.0,0.08,Billetera digital,Web,Completada,COP,811900,VEN132,CRM
V000035643,2026-06-19,C03689,P0025,T025,1,622095.0,0.0,Billetera digital,Web,Completada,COP,408200,VEN157,CRM
V000035645,2026-04-27,C03100,P0395,T059,3,886235.0,0.03,Billetera digital,Web,Completada,COP,612600,VEN088,POS
V000035657,2026-03-28,C02521,P0454,T037,1,395990.0,0.1,Tarjeta credito,Marketplace,Completada,COP,246400,VEN017,ECOM
V000035667,2026-04-11,C04516,P0470,T042,1,2040190.0,0.03,Transferencia,Call center,Completada,COP,1138100,VEN071,ECOM
V000035673,2026-01-28,C00333,P0200,T058,1,1380380.0,0.03,Tarjeta credito,Marketplace,Completada,COP,796300,VEN007,CRM
V000035712,2026-01-05,C04546,P0089,T034,2,1878434.0,0.08,Efectivo,Web,Completada,COP,1100000,VEN028,POS
V000035752,2026-06-14,C03441,P0429,T013,3,571153.0,0.15,Tarjeta credito,Tienda fisica,Completada,COP,400200,VEN143,POS
V000035765,2026-04-17,C01740,P0094,T043,1,191396.0,0.0,Billetera digital,App movil,Completada,COP,123500,VEN087,ECOM
V000035773,2026-05-29,C00714,P0015,T038,1,2235639.0,0.08,Tarjeta debito,App movil,Completada,COP,1417300,VEN128,POS
V000035776,2026-05-01,C04154,P0037,T055,1,1558591.0,0.0,Tarjeta credito,Call center,Completada,COP,1124100,VEN154,ECOM
V000035793,2026-01-06,C00982,P0377,T026,1,1724938.0,0.0,Transferencia,App movil,Completada,COP,1240700,VEN024,POS
V000035796,2026-05-20,C04166,P0125,T057,1,1828407.0,0.08,Transferencia,Web,Completada,COP,1156900,VEN127,ECOM
V000035798,2026-02-17,C01269,P0468,T028,6,296605.0,0.1,Billetera digital,Web,Completada,COP,161700,VEN111,ECOM
V000035799,2026-03-13,C02207,P0003,T047,2,620163.0,0.15,Tarjeta debito,Marketplace,Completada,COP,353600,VEN178,CRM
V000035800,2026-05-29,C00106,P0157,T011,1,1669443.0,0.05,Transferencia,Tienda fisica,Completada,COP,1128000,VEN051,CRM
V000035824,2026-03-02,C01116,P0287,T059,4,2266799.0,0.2,Billetera digital,App movil,Completada,COP,1148800,VEN166,CRM
V000035863,2026-02-23,C04894,P0005,T035,1,1061513.0,0.03,Transferencia,Web,Completada,COP,708700,VEN165,CRM
V000035869,2026-02-05,C03402,P0318,T037,1,673282.0,0.0,Efectivo,App movil,Completada,COP,422100,VEN157,ECOM
V000035884,2026-02-27,C00436,P0137,T004,3,1986250.0,0.08,Tarjeta debito,Marketplace,Completada,COP,1293400,VEN016,CRM
V000035894,2026-02-28,C04474,P0228,T038,1,2032402.0,0.1,Transferencia,Call center,Completada,COP,1045800,VEN179,CRM
V000035898,2026-01-10,C02066,P0146,T029,3,1681163.0,0.0,Billetera digital,App movil,Completada,COP,1178300,VEN146,POS
V000035903,2026-02-20,C04839,P0040,T005,1,242255.0,0.08,Billetera digital,Call center,Completada,COP,138700,VEN172,ECOM
V000035906,2026-05-27,C02244,P0408,T008,1,1504300.0,0.08,Efectivo,Call center,Completada,COP,1029500,VEN138,ECOM
V000035909,2026-05-06,C00048,P0309,T018,1,1160649.0,0.05,Efectivo,Web,Completada,COP,928300,VEN103,POS
V000035914,2026-06-09,C04610,P0147,T047,6,1986412.0,0.08,Efectivo,App movil,Completada,COP,1589800,VEN050,CRM
V000035918,2026-01-25,C04598,P0011,T018,1,961976.0,0.05,Transferencia,Call center,Completada,COP,705400,VEN116,CRM
V000035920,2026-05-16,C00054,P0268,T023,2,2176676.0,0.1,Transferencia,Call center,Completada,COP,1210500,VEN046,ECOM
V000035944,2026-01-29,C02864,P0215,T006,1,1444291.0,0.0,Transferencia,Marketplace,Completada,COP,718900,VEN118,CRM
V000035964,2026-03-06,C04412,P0045,T046,2,1703039.0,0.1,Tarjeta credito,Tienda fisica,Completada,COP,1183300,VEN029,POS
V000035969,2026-03-21,C04526,P0030,T029,1,563159.0,0.2,Tarjeta credito,App movil,Completada,COP,353400,VEN067,ECOM
V000035982,2026-05-11,C02522,P0087,T017,2,297991.0,0.0,Billetera digital,Call center,Completada,COP,173500,VEN119,CRM
V000035983,2026-02-09,C03335,P0139,T021,1,2447841.0,0.2,Tarjeta debito,Call center,Completada,COP,1777400,VEN133,POS
V000036004,2026-05-16,C01828,P0227,T030,1,29368.0,0.03,Billetera digital,Marketplace,Completada,COP,19500,VEN015,ECOM
V000036014,2026-05-10,C02357,P0488,T002,1,1747014.0,0.05,Billetera digital,Web,Completada,COP,1044600,VEN166,POS
V000036041,2026-02-08,C02756,P0091,T035,1,1876104.0,0.0,Billetera digital,App movil,Completada,COP,1058600,VEN156,CRM
V000036042,2026-03-24,C00867,P0331,T020,4,238837.0,0.05,Billetera digital,Tienda fisica,Completada,COP,117000,VEN053,ECOM
V000036051,2026-05-05,C00057,P0478,T002,1,603006.0,0.0,Transferencia,App movil,Completada,COP,302000,VEN018,POS
V000036058,2026-01-11,C04519,P0218,T060,2,345582.0,0.0,Billetera digital,Call center,Completada,COP,266900,VEN039,ECOM
V000036065,2026-02-02,C02631,P0104,T059,1,1752540.0,0.0,Tarjeta debito,Web,Completada,COP,1295500,VEN039,POS
V000036066,2026-03-11,C01186,P0003,T019,1,589810.0,0.05,Billetera digital,Tienda fisica,Completada,COP,353600,VEN020,CRM
V000036067,2026-04-29,C04441,P0191,T034,7,2270512.0,0.0,Efectivo,Web,Completada,COP,1646100,VEN043,POS
V000036069,2026-03-16,C04051,P0238,T023,1,687523.0,0.1,Transferencia,Tienda fisica,Completada,COP,520200,VEN030,POS
V000036075,2026-01-04,C00917,P0280,T024,1,536968.0,0.2,Billetera digital,Marketplace,Completada,COP,341800,VEN056,POS
V000036078,2026-04-06,C00434,P0490,T020,1,39622.0,0.1,Tarjeta credito,Call center,Completada,COP,22400,VEN092,CRM
V000036089,2026-05-01,C04734,P0383,T017,1,126163.0,0.15,Tarjeta debito,Tienda fisica,Completada,COP,83500,VEN165,CRM
V000036109,2026-03-15,C02941,P0226,T002,1,1814784.0,0.0,Tarjeta debito,App movil,Completada,COP,1062200,VEN020,POS
V000036113,2026-05-27,C02885,P0222,T022,3,2383139.0,0.0,Tarjeta debito,Web,Completada,COP,1270400,VEN152,POS
V000036115,2026-01-11,C00298,P0129,T028,1,1616421.0,0.03,Transferencia,Call center,Completada,COP,906500,VEN065,CRM
V000036119,2026-06-13,C00033,P0463,T021,1,43476.0,0.05,Tarjeta debito,Web,Completada,COP,26100,VEN121,POS
V000036129,2026-03-01,C02496,P0353,T047,3,1788199.0,0.15,Transferencia,App movil,Completada,COP,1042800,VEN020,ECOM
V000036130,2026-03-30,C01796,P0123,T031,1,2019106.0,0.05,Transferencia,Call center,Completada,COP,1625900,VEN133,ECOM
V000036133,2026-05-10,C01147,P0449,T040,3,888639.0,0.05,Efectivo,App movil,Completada,COP,555200,VEN060,CRM
V000036142,2026-04-24,C01288,P0369,T054,1,2423646.0,0.05,Tarjeta credito,Marketplace,Completada,COP,1656400,VEN104,ECOM
V000036153,2026-06-11,C01886,P0483,T009,1,424100.0,0.05,Tarjeta credito,Tienda fisica,Completada,COP,246200,VEN110,POS
V000036155,2026-01-16,C03788,P0293,T032,3,1435397.0,0.0,Tarjeta credito,App movil,Completada,COP,1025400,VEN126,ECOM
V000036157,2026-01-16,C02405,P0088,T029,3,1895886.0,0.15,Tarjeta credito,App movil,Completada,COP,1153400,VEN019,ECOM
V000036162,2026-04-21,C04287,P0226,T009,1,1908093.0,0.0,Billetera digital,App movil,Completada,COP,1062200,VEN094,ECOM
V000036171,2026-01-05,C00668,P0430,T033,1,2211810.0,0.15,Billetera digital,Web,Completada,COP,1534000,VEN145,ECOM
V000036186,2026-02-18,C00002,P0102,T023,1,1346212.0,0.2,Tarjeta debito,Tienda fisica,Completada,COP,959600,VEN100,CRM
V000036191,2026-03-24,C04748,P0213,T040,1,1656032.0,0.08,Tarjeta debito,Marketplace,Completada,COP,1001200,VEN118,POS
V000036192,2026-06-20,C00425,P0284,T028,1,715654.0,0.05,Transferencia,Tienda fisica,Completada,COP,486700,VEN177,POS
V000036195,2026-04-29,C02079,P0398,T032,1,13244.0,0.0,Tarjeta debito,Web,Completada,COP,10000,VEN113,CRM
V000036202,2026-01-15,C00600,P0221,T058,2,1947316.0,0.2,Transferencia,App movil,Completada,COP,1545700,VEN003,POS
V000036215,2026-03-11,C04446,P0480,T003,1,1959567.0,0.03,Billetera digital,Marketplace,Completada,COP,1562100,VEN083,POS
V000036222,2026-04-08,C02385,P0425,T008,1,48890.0,0.2,Efectivo,Marketplace,Completada,COP,37200,VEN175,ECOM
V000036223,2026-03-29,C01945,P0079,T047,1,522707.0,0.2,Tarjeta debito,Web,Completada,COP,321600,VEN041,ECOM
V000036247,2026-05-16,C04971,P0131,T017,1,1450379.0,0.03,Tarjeta credito,Call center,Completada,COP,1086000,VEN030,POS
V000036276,2026-03-25,C01086,P0243,T027,1,2244228.0,0.2,Billetera digital,Marketplace,Completada,COP,1884000,VEN167,POS
V000036280,2026-05-12,C00321,P0020,T053,2,1795806.0,0.08,Efectivo,Web,Completada,COP,1330200,VEN015,ECOM
V000036283,2026-03-01,C00600,P0258,T041,5,1494501.0,0.0,Efectivo,Call center,Completada,COP,1014200,VEN170,CRM
V000036289,2026-02-08,C02098,P0466,T021,5,2336274.0,0.05,Billetera digital,App movil,Completada,COP,1522000,VEN010,ECOM
V000036300,2026-06-21,C01105,P0319,T004,1,1286402.0,0.05,Tarjeta debito,App movil,Completada,COP,996300,VEN104,POS
V000036303,2026-03-20,C03938,P0267,T002,1,1740931.0,0.0,Efectivo,Call center,Completada,COP,1179800,VEN090,POS
V000036311,2026-02-28,C01346,P0094,T050,1,208343.0,0.05,Efectivo,App movil,Completada,COP,123500,VEN055,POS
V000036317,2026-05-15,C03045,P0460,T013,1,561384.0,0.0,Efectivo,Marketplace,Completada,COP,477400,VEN066,POS
V000036320,2026-05-12,C01011,P0194,T032,1,25465.0,0.0,Transferencia,Web,Completada,COP,16200,VEN028,ECOM
V000036322,2026-02-26,C03133,P0410,T019,1,1291644.0,0.03,Transferencia,Call center,Completada,COP,707800,VEN145,ECOM
V000036325,2026-06-01,C00313,P0488,T026,1,1581312.0,0.0,Efectivo,Call center,Completada,COP,1044600,VEN135,POS
V000036329,2026-05-13,C02531,P0026,T015,1,2365256.0,0.03,Transferencia,Marketplace,Completada,COP,1214000,VEN180,POS
V000036343,2026-05-03,C01721,P0473,T016,1,2171141.0,0.08,Billetera digital,App movil,Completada,COP,1225300,VEN027,CRM
V000036350,2026-04-03,C02911,P0087,T042,1,353818.0,0.0,Transferencia,App movil,Completada,COP,173500,VEN050,ECOM
V000036353,2026-03-04,C01158,P0224,T038,2,903646.0,0.2,Transferencia,App movil,Completada,COP,742200,VEN051,CRM
V000036362,2026-03-22,C04478,P0156,T057,1,545697.0,0.1,Transferencia,Call center,Completada,COP,405100,VEN077,CRM
V000036364,2026-05-15,C01648,P0045,T031,4,1530782.0,0.15,Transferencia,Web,Completada,COP,1183300,VEN127,ECOM
V000036376,2026-04-17,C04458,P0312,T053,1,567548.0,0.03,Tarjeta debito,Web,Completada,COP,448600,VEN079,CRM
V000036387,2026-02-10,C00758,P0092,T014,1,89527.0,0.05,Transferencia,Call center,Completada,COP,66000,VEN013,POS
V000036388,2026-01-27,C03171,P0088,T034,1,2044981.0,0.2,Efectivo,Web,Completada,COP,1153400,VEN150,CRM
V000036389,2026-02-09,C01869,P0270,T007,2,913000.0,0.03,Efectivo,Marketplace,Completada,COP,697300,VEN018,CRM
V000036398,2026-05-03,C03964,P0071,T014,1,1688573.0,0.2,Tarjeta credito,Tienda fisica,Completada,COP,865700,VEN040,POS
V000036399,2026-05-26,C04960,P0033,T029,1,2372654.0,0.0,Tarjeta debito,App movil,Completada,COP,1330000,VEN149,CRM
V000036403,2026-02-02,C01276,P0358,T024,1,841759.0,0.05,Transferencia,Web,Completada,COP,558900,VEN015,ECOM
V000036411,2026-05-06,C01700,P0093,T048,1,2011836.0,0.03,Billetera digital,Tienda fisica,Completada,COP,1182500,VEN139,POS
V000036426,2026-03-31,C00825,P0108,T029,1,2589077.0,0.0,Tarjeta credito,App movil,Completada,COP,1625600,VEN146,ECOM
V000036432,2026-06-18,C00739,P0034,T020,2,467587.0,0.03,Tarjeta debito,Web,Completada,COP,283800,VEN024,CRM
V000036439,2026-02-09,C03615,P0055,T047,5,2146285.0,0.0,Transferencia,App movil,Completada,COP,1291400,VEN050,CRM
V000036446,2026-03-16,C00436,P0018,T040,2,1922860.0,0.2,Transferencia,Tienda fisica,Completada,COP,1417700,VEN123,POS
V000036451,2026-05-25,C00873,P0355,T023,1,24056.0,0.03,Transferencia,App movil,Completada,COP,17700,VEN007,ECOM
V000036462,2026-05-12,C01717,P0242,T006,1,1227823.0,0.05,Efectivo,Web,Completada,COP,726300,VEN149,POS
V000036478,2026-03-14,C02266,P0490,T050,1,40923.0,0.2,Efectivo,Web,Completada,COP,22400,VEN175,ECOM
V000036480,2026-03-18,C03084,P0429,T008,1,581340.0,0.0,Tarjeta debito,Marketplace,Completada,COP,400200,VEN136,ECOM
V000036484,2026-01-03,C02283,P0179,T002,1,1863267.0,0.03,Billetera digital,Web,Completada,COP,1344900,VEN099,CRM
V000036490,2026-04-27,C03792,P0151,T032,1,1026990.0,0.05,Billetera digital,Marketplace,Completada,COP,714200,VEN076,CRM
V000036500,2026-04-04,C03131,P0257,T025,1,1142574.0,0.05,Tarjeta credito,App movil,Completada,COP,646600,VEN050,CRM
V000036507,2026-01-04,C01238,P0109,T017,3,803928.0,0.05,Tarjeta credito,App movil,Completada,COP,459600,VEN096,CRM
V000036520,2026-01-21,C02804,P0282,T022,1,1308470.0,0.15,Tarjeta credito,Tienda fisica,Completada,COP,705800,VEN079,CRM
V000036525,2026-01-29,C04761,P0049,T015,1,1577107.0,0.0,Tarjeta credito,App movil,Completada,COP,1267900,VEN073,POS
V000036527,2026-03-14,C04067,P0145,T055,1,1039632.0,0.03,Billetera digital,Marketplace,Completada,COP,815800,VEN103,CRM
V000036546,2026-02-01,C03593,P0214,T040,1,47008.0,0.0,Transferencia,Tienda fisica,Completada,COP,24300,VEN144,POS
V000036561,2026-05-13,C03119,P0097,T020,1,1559551.0,0.15,Tarjeta credito,Web,Completada,COP,1105400,VEN113,ECOM
V000036562,2026-05-06,C02444,P0363,T010,1,1353362.0,0.05,Efectivo,Call center,Completada,COP,841400,VEN058,ECOM
V000036566,2026-02-13,C01861,P0397,T015,1,772813.0,0.08,Tarjeta credito,Web,Completada,COP,499900,VEN073,POS
V000036569,2026-01-25,C00458,P0452,T022,1,778955.0,0.1,Tarjeta debito,Web,Completada,COP,556100,VEN035,POS
V000036581,2026-01-11,C04061,P0358,T017,1,840122.0,0.03,Efectivo,Tienda fisica,Completada,COP,558900,VEN050,CRM
V000036599,2026-06-16,C00709,P0158,T016,1,1043677.0,0.2,Tarjeta credito,Tienda fisica,Completada,COP,607700,VEN165,ECOM
V000036612,2026-03-16,C00096,P0229,T021,1,874077.0,0.15,Billetera digital,Marketplace,Completada,COP,572500,VEN049,POS
V000036633,2026-06-03,C01217,P0027,T011,1,1082080.0,0.08,Efectivo,Marketplace,Completada,COP,619700,VEN110,POS
V000036642,2026-01-30,C04815,P0481,T034,3,1052328.0,0.05,Transferencia,Call center,Completada,COP,513600,VEN017,POS
V000036645,2026-05-16,C02967,P0127,T051,1,410412.0,0.08,Billetera digital,Marketplace,Completada,COP,210900,VEN001,ECOM
V000036651,2026-06-05,C04734,P0327,T029,1,1289772.0,0.1,Transferencia,Tienda fisica,Completada,COP,773100,VEN115,POS
V000036663,2026-03-19,C00907,P0268,T013,1,2339647.0,0.15,Tarjeta credito,Marketplace,Completada,COP,1210500,VEN149,CRM
V000036673,2026-04-24,C00275,P0061,T048,1,1582399.0,0.03,Efectivo,Marketplace,Completada,COP,967900,VEN115,POS
V000036675,2026-04-25,C00875,P0138,T034,1,2094116.0,0.1,Efectivo,Tienda fisica,Completada,COP,1362800,VEN003,ECOM
V000036681,2026-05-30,C04898,P0196,T052,1,882208.0,0.08,Efectivo,App movil,Completada,COP,580400,VEN116,ECOM
V000036707,2026-05-21,C00653,P0112,T034,1,1706860.0,0.0,Tarjeta credito,App movil,Completada,COP,1194000,VEN049,ECOM
V000036726,2026-04-22,C02925,P0240,T004,3,718392.0,0.15,Billetera digital,Web,Completada,COP,496400,VEN161,POS
V000036734,2026-03-07,C01234,P0227,T015,1,30664.0,0.05,Tarjeta debito,Tienda fisica,Completada,COP,19500,VEN130,POS
V000036749,2026-02-24,C00188,P0352,T018,6,2057749.0,0.15,Tarjeta debito,Web,Completada,COP,1364400,VEN149,ECOM
V000036753,2026-04-13,C03794,P0305,T039,1,1930228.0,0.2,Tarjeta credito,App movil,Completada,COP,1206300,VEN108,ECOM
V000036755,2026-01-16,C02779,P0332,T011,1,2418344.0,0.03,Billetera digital,Call center,Completada,COP,1568600,VEN091,CRM
V000036757,2026-03-26,C02760,P0253,T055,1,1922476.0,0.05,Efectivo,Marketplace,Completada,COP,1489600,VEN051,CRM
V000036759,2026-03-28,C01417,P0372,T040,1,2144231.0,0.0,Efectivo,App movil,Completada,COP,1493200,VEN102,CRM
V000036764,2026-04-07,C02644,P0394,T005,1,860193.0,0.2,Billetera digital,Tienda fisica,Completada,COP,429900,VEN118,CRM
V000036769,2026-05-24,C00181,P0236,T055,1,1568357.0,0.1,Transferencia,Marketplace,Completada,COP,851900,VEN176,CRM
V000036772,2026-06-09,C00855,P0442,T015,1,449691.0,0.0,Billetera digital,Web,Completada,COP,289800,VEN178,CRM
